County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population
Sullivan,2012,3858,358,2,68,58,230,3500,1138,2280,82,"77,579"
Sullivan,2013,3440,344,2,36,44,262,3096,968,2048,80,"77,879"
Sullivan,2014,3292,314,6,28,54,226,2978,942,1956,80,"76,858"
Sullivan,2015,2662,342,2,128,30,182,2320,666,1612,42,"76,341"
Sullivan,2016,2458,394,8,136,46,204,2064,530,1464,70,"76,688"
Sullivan,2017,2566,444,6,196,26,216,2122,526,1526,70,"77,059"
Sullivan,2018,2396,390,2,130,40,218,2006,440,1492,74,"77,723"
Sullivan,2019,2038,374,2,138,24,210,1664,356,1254,54,"78,177"
Sullivan,2020,1706,296,8,92,34,162,1410,250,1090,70,"78,461"
Sullivan,2021,1866,274,10,82,28,154,1592,282,1212,98,"79,745"
Sullivan,2022,1722,300,8,86,38,168,1422,218,1110,94,"79,868"
Sullivan,2023,1764,326,2,86,42,196,1438,188,1190,60,"80,413"
Sullivan,2024,1762,280,2,48,20,210,1482,264,1166,52,"80,901"
Tioga,1990,1830,242,6,12,8,216,1588,422,1088,78,"52,479"
Tioga,1991,2552,332,0,8,16,308,2220,688,1454,78,"52,812"
Tioga,1992,2402,366,0,36,2,328,2036,520,1442,74,"53,111"
Tioga,1993,2232,360,0,34,6,320,1872,502,1298,72,"53,237"
Tioga,1994,2040,274,10,18,14,232,1766,366,1352,48,"53,259"
Tioga,1995,1838,196,2,18,8,168,1642,384,1206,52,"52,601"
Tioga,1996,1678,116,2,2,4,108,1562,360,1174,28,"52,287"
Tioga,1997,1254,94,8,14,4,68,1160,320,786,54,"52,160"
Tioga,1998,1502,66,0,8,4,54,1436,316,1050,70,"52,163"
Tioga,1999,1228,86,4,18,12,52,1142,294,816,32,"51,892"
Tioga,2000,1014,68,0,14,8,46,946,244,632,70,"51,838"
Tioga,2001,1084,62,0,12,10,40,1022,262,706,54,"51,712"
Tioga,2002,1220,76,0,8,6,62,1144,272,826,46,"51,992"
Tioga,2003,1200,64,2,18,6,38,1136,274,808,54,"51,895"
Tioga,2004,1092,58,0,12,6,40,1034,304,686,44,"51,631"
Tioga,2005,1026,58,2,8,2,46,968,234,688,46,"51,611"
Tioga,2006,1174,74,0,14,2,58,1100,278,778,44,"51,536"
Tioga,2007,1066,70,0,8,4,58,996,236,710,50,"51,565"
Tioga,2008,1160,72,0,18,2,52,1088,246,804,38,"51,498"
Tioga,2009,1110,60,0,8,0,52,1050,244,772,34,"51,236"
Tioga,2010,1200,72,0,8,12,52,1128,270,836,22,"51,023"
Tioga,2011,1182,68,0,10,6,52,1114,298,780,36,"50,946"
Tioga,2012,1334,70,0,0,14,56,1264,302,932,30,"50,399"
Tioga,2013,1300,54,2,8,10,34,1246,332,864,50,"50,276"
Tioga,2014,936,54,0,10,4,40,882,226,628,28,"50,048"
Tioga,2015,920,108,2,46,12,48,812,164,610,38,"49,629"
Tioga,2016,926,126,2,50,8,66,800,158,604,38,"49,142"
Tioga,2017,906,96,0,56,0,40,810,156,600,54,"48,989"
Tioga,2018,794,86,0,34,6,46,708,110,558,40,"48,891"
Tioga,2019,792,116,4,66,8,38,676,150,496,30,"48,641"
Tioga,2020,864,118,0,38,4,76,746,142,566,38,"48,352"
Tioga,2021,840,114,0,46,18,50,726,192,488,46,"48,097"
Tioga,2022,738,118,2,32,0,84,620,128,466,26,"47,724"
Tioga,2023,632,106,2,28,4,72,526,126,386,14,"47,606"
Tioga,2024,494,94,4,18,4,68,400,106,282,12,"47,545"
Tompkins,1990,8990,286,10,40,44,192,8704,1656,6814,234,"94,241"
Tompkins,1991,9724,364,2,84,62,216,9360,1920,7234,206,"95,283"
Tompkins,1992,9540,362,0,60,88,214,9178,1966,7038,174,"95,685"
Tompkins,1993,9738,434,4,58,130,242,9304,1826,7308,170,"96,122"
Tompkins,1994,8936,268,0,30,100,138,8668,1640,6832,196,"96,409"
Tompkins,1995,8108,326,0,32,110,184,7782,1602,5940,240,"96,870"
Tompkins,1996,7156,282,4,34,124,120,6874,1412,5292,170,"96,298"
Tompkins,1997,6572,296,2,40,108,146,6276,1264,4908,104,"96,216"
Tompkins,1998,5646,202,0,46,42,114,5444,1158,4144,142,"96,036"
Tompkins,1999,5420,322,2,64,78,178,5098,1086,3940,72,"96,656"
Tompkins,2000,5116,226,8,24,66,128,4890,934,3904,52,"96,608"
Tompkins,2001,5228,242,10,58,62,112,4986,880,4036,70,"97,458"
Tompkins,2002,6010,264,2,48,78,136,5746,932,4720,94,"98,227"
Tompkins,2003,4588,256,4,30,72,150,4332,802,3460,70,"99,049"
Tompkins,2004,4526,232,4,42,62,124,4294,608,3598,88,"99,531"
Tompkins,2005,5624,294,0,42,78,174,5330,876,4296,158,"99,433"
Tompkins,2006,5440,294,2,54,64,174,5146,660,4340,146,"99,651"
Tompkins,2007,4904,232,0,36,58,138,4672,690,3876,106,"99,910"
Tompkins,2008,4950,274,4,28,70,172,4676,852,3712,112,"100,383"
Tompkins,2009,5116,306,6,24,78,198,4810,746,3998,66,"101,497"
Tompkins,2010,5010,240,4,32,56,148,4770,626,4056,88,"101,852"
Tompkins,2011,4782,182,2,20,46,114,4600,656,3866,78,"102,410"
Tompkins,2012,5492,232,0,32,76,124,5260,810,4344,106,"103,790"
Tompkins,2013,5804,218,2,26,58,132,5586,918,4592,76,"105,097"
Tompkins,2014,5194,206,2,30,68,106,4988,962,3954,72,"105,399"
Tompkins,2015,4572,294,0,110,64,120,4278,646,3558,74,"105,495"
Tompkins,2016,3914,320,4,122,42,152,3594,506,3014,74,"105,790"
Tompkins,2017,3932,294,2,128,68,96,3638,386,3184,68,"105,919"
Tompkins,2018,3840,320,0,126,72,122,3520,392,3068,60,"106,009"
Tompkins,2019,3734,264,4,108,38,114,3470,384,3022,64,"106,038"
Tompkins,2020,4270,340,0,94,80,166,3930,470,3374,86,"105,508"
Tompkins,2021,4450,438,10,112,50,266,4012,440,3422,150,"102,567"
Tompkins,2022,4884,382,6,78,62,236,4502,666,3732,104,"104,177"
Tompkins,2023,4402,278,4,74,18,182,4124,528,3542,54,"104,453"
Tompkins,2024,4182,294,4,78,42,170,3888,454,3380,54,"104,394"
Ulster,1990,11084,1226,16,48,136,1026,9858,2858,6476,524,"166,049"
Ulster,1991,10368,1088,10,72,136,870,9280,2380,6430,470,"168,869"
Ulster,1992,10422,1002,14,76,148,764,9420,2308,6750,362,"170,872"
Ulster,1993,10096,1112,4,84,174,850,8984,2048,6518,418,"172,594"
Ulster,1994,10060,1186,14,76,120,976,8874,1828,6632,414,"172,252"
Ulster,1995,9552,1048,14,94,112,828,8504,1882,6294,328,"172,362"
Ulster,1996,9096,1184,14,48,114,1008,7912,1704,5834,374,"173,205"
Ulster,1997,9760,1258,6,46,154,1052,8502,1930,6170,402,"174,148"
Ulster,1998,8414,1086,8,38,124,916,7328,1590,5402,336,"175,085"
Ulster,1999,8144,778,14,44,102,618,7366,1256,5702,408,"176,526"
Ulster,2000,7926,802,2,46,110,644,7124,1388,5358,378,"177,810"
Ulster,2001,7000,718,6,36,86,590,6282,1124,4830,328,"178,440"
Ulster,2002,8212,1050,2,52,186,810,7162,1448,5392,322,"180,128"
Ulster,2003,8052,1164,8,72,214,870,6888,1358,5104,426,"180,942"
Ulster,2004,7810,934,10,72,188,664,6876,1150,5474,252,"181,847"
Ulster,2005,8124,1116,6,130,210,770,7008,1132,5544,332,"182,438"
Ulster,2006,7838,1024,10,100,152,762,6814,1394,5112,308,"182,845"
Ulster,2007,6946,910,6,82,132,690,6036,1260,4518,258,"182,818"
Ulster,2008,7340,918,12,102,142,662,6422,1646,4582,194,"183,174"
Ulster,2009,7796,890,2,54,196,638,6906,1418,5254,234,"182,638"
Ulster,2010,7680,816,4,62,126,624,6864,1414,5234,216,"182,522"
Ulster,2011,7544,670,4,86,130,450,6874,1504,5194,176,"182,959"
Ulster,2012,7886,558,2,62,76,418,7328,1464,5706,158,"182,458"
Ulster,2013,7164,588,6,62,104,416,6576,1186,5280,110,"182,025"
Ulster,2014,6524,586,10,100,98,378,5938,1116,4734,88,"182,140"
Ulster,2015,6022,608,0,192,82,334,5414,842,4428,144,"181,801"
Ulster,2016,5288,594,8,150,72,364,4694,792,3772,130,"181,552"
Ulster,2017,5144,578,4,128,80,366,4566,624,3808,134,"181,558"
Ulster,2018,4524,566,10,188,44,324,3958,578,3218,162,"181,819"
Ulster,2019,4230,516,8,148,38,322,3714,484,3094,136,"181,643"
Ulster,2020,3858,456,14,130,48,264,3402,442,2820,140,"181,304"
Ulster,2021,3522,490,4,138,54,294,3032,250,2614,168,"183,636"
Ulster,2022,3540,430,6,90,44,290,3110,266,2678,166,"182,546"
Ulster,2023,3440,388,14,64,32,278,3052,236,2696,120,"182,956"
Ulster,2024,3378,440,6,84,50,300,2938,232,2602,104,"183,095"
Warren,1990,5012,570,4,38,24,504,4442,932,3416,94,"59,520"
Warren,1991,5442,596,2,36,12,546,4846,866,3886,94,"60,166"
Warren,1992,5744,746,0,44,32,670,4998,932,3956,110,"60,808"
Warren,1993,5498,604,0,46,36,522,4894,898,3896,100,"61,670"
Warren,1994,4698,556,2,42,20,492,4142,712,3302,128,"61,923"
Warren,1995,4716,562,6,28,38,490,4154,792,3274,88,"62,271"
Warren,1996,4640,402,4,16,30,352,4238,874,3278,86,"62,337"
Warren,1997,4058,266,0,22,18,226,3792,698,3016,78,"62,460"
Warren,1998,4152,286,0,18,28,240,3866,740,3034,92,"62,585"
Warren,1999,3410,218,0,20,30,168,3192,544,2556,92,"63,031"
Warren,2000,3548,220,0,30,16,174,3328,560,2670,98,"63,273"
Warren,2001,3544,202,0,34,28,140,3342,662,2582,98,"63,406"
Warren,2002,3784,244,2,38,18,186,3540,608,2858,74,"63,774"
Warren,2003,3200,270,2,50,20,198,2930,496,2366,68,"64,323"
Warren,2004,2914,196,0,30,14,152,2718,352,2308,58,"64,576"
Warren,2005,3132,178,6,22,24,126,2954,492,2412,50,"65,206"
Warren,2006,3634,224,2,46,28,148,3410,608,2732,70,"65,554"
Warren,2007,3258,218,4,36,18,160,3040,434,2542,64,"65,740"
Warren,2008,3228,222,0,40,18,164,3006,332,2640,34,"65,848"
Warren,2009,2888,154,0,12,14,128,2734,346,2338,50,"65,694"
Warren,2010,2594,198,0,34,18,146,2396,384,1982,30,"65,715"
Warren,2011,2988,214,6,38,24,146,2774,452,2270,52,"65,989"
Warren,2012,2860,250,6,36,18,190,2610,346,2212,52,"65,870"
Warren,2013,2594,106,2,20,14,70,2488,316,2146,26,"65,735"
Warren,2014,2418,80,0,18,12,50,2338,312,1996,30,"65,709"
Warren,2015,2180,216,2,102,22,90,1964,242,1690,32,"65,457"
Warren,2016,2402,224,4,82,18,120,2178,264,1888,26,"65,725"
Warren,2017,2158,214,6,88,20,100,1944,262,1636,46,"65,798"
Warren,2018,1906,192,2,100,14,76,1714,140,1544,30,"65,853"
Warren,2019,1460,168,0,84,10,74,1292,158,1080,54,"65,755"
Warren,2020,1486,154,0,100,4,50,1332,158,1146,28,"65,597"
Warren,2021,1840,130,0,84,8,38,1710,142,1518,50,"65,762"
Warren,2022,1986,182,0,108,16,58,1804,168,1590,46,"65,461"
Warren,2023,2046,198,0,92,20,86,1848,212,1584,52,"65,467"
Warren,2024,1830,162,0,60,22,80,1668,126,1506,36,"65,261"
Washington,1990,2824,360,0,24,20,316,2464,588,1784,92,"59,507"
Washington,1991,3004,418,6,20,6,386,2586,686,1800,100,"60,120"
Washington,1992,2704,378,0,16,2,360,2326,586,1672,68,"60,482"
Washington,1993,2616,430,4,30,10,386,2186,552,1552,82,"60,902"
Washington,1994,2584,394,6,6,8,374,2190,544,1562,84,"60,860"
Washington,1995,2790,324,2,10,2,310,2466,602,1794,70,"61,225"
Washington,1996,2300,124,0,8,6,110,2176,548,1606,22,"61,278"
Washington,1997,2596,388,0,20,4,364,2208,544,1618,46,"60,950"
Washington,1998,2750,494,0,36,6,452,2256,698,1518,40,"60,851"
Washington,1999,2244,386,2,16,8,360,1858,496,1316,46,"61,043"
Washington,2000,2222,412,0,18,6,388,1810,496,1264,50,"60,977"
Washington,2001,1920,390,4,10,4,372,1530,364,1110,56,"61,142"
Washington,2002,2246,426,2,38,2,384,1820,400,1370,50,"61,152"
Washington,2003,2032,370,0,22,14,334,1662,408,1216,38,"61,621"
Washington,2004,1548,172,0,28,10,134,1376,286,1054,36,"62,278"
Washington,2005,1818,194,2,38,10,144,1624,358,1190,76,"62,468"
Washington,2006,2146,192,6,32,0,154,1954,562,1316,76,"62,771"
Washington,2007,2006,256,6,48,6,196,1750,320,1356,74,"63,054"
Washington,2008,1822,238,4,42,12,180,1584,374,1162,48,"63,252"
Washington,2009,1538,120,0,18,8,94,1418,328,1030,60,"63,077"
Washington,2010,1768,186,0,34,12,140,1582,450,1074,58,"63,372"
Washington,2011,1732,192,6,30,12,144,1540,372,1134,34,"63,167"
Washington,2012,1940,156,14,22,14,106,1784,472,1248,64,"63,137"
Washington,2013,1764,142,2,10,12,118,1622,374,1202,46,"62,960"
Washington,2014,1424,126,0,18,6,102,1298,248,1006,44,"62,732"
Washington,2015,1318,242,2,56,2,182,1076,202,840,34,"62,559"
Washington,2016,1226,200,0,104,10,86,1026,216,784,26,"62,148"
Washington,2017,1220,206,4,88,10,104,1014,232,742,40,"61,989"
Washington,2018,986,196,2,86,12,96,790,166,592,32,"61,777"
Washington,2019,724,176,0,124,6,46,548,116,420,12,"61,665"
Washington,2020,788,204,0,102,10,92,584,102,436,46,"61,127"
Washington,2021,714,142,2,68,10,62,572,74,454,44,"60,924"
Washington,2022,900,182,2,84,8,88,718,106,566,46,"60,808"
Washington,2023,914,210,4,84,6,116,704,114,508,82,"60,052"
Washington,2024,838,172,0,58,12,102,666,98,522,46,"59,822"
Wayne,1990,5208,358,10,38,48,262,4850,1086,3626,138,"89,365"
Wayne,1991,6186,394,4,40,40,310,5792,1342,4248,202,"90,222"
Wayne,1992,5920,374,4,38,32,300,5546,1312,4060,174,"90,896"
Wayne,1993,5678,356,4,38,38,276,5322,1132,4034,156,"91,779"
Wayne,1994,5404,406,2,38,62,304,4998,1100,3730,168,"92,203"
Wayne,1995,4666,366,2,58,52,254,4300,876,3268,156,"92,740"
Wayne,1996,4112,272,2,42,32,196,3840,784,2934,122,"93,128"
Wayne,1997,4286,272,4,50,32,186,4014,920,2940,154,"93,282"
Wayne,1998,4392,260,4,46,50,160,4132,910,3104,118,"93,624"
Wayne,1999,3906,218,4,22,32,160,3688,886,2650,152,"93,790"
Wayne,2000,4302,242,4,24,26,188,4060,766,3160,134,"93,791"
Wayne,2001,4226,278,4,48,36,190,3948,808,2972,168,"93,794"
Wayne,2002,4040,270,4,30,42,194,3770,714,2962,94,"93,735"
Wayne,2003,4510,290,2,44,36,208,4220,944,3148,128,"94,001"
Wayne,2004,4364,394,8,92,30,264,3970,860,2978,132,"93,860"
Wayne,2005,4436,342,2,62,36,242,4094,906,3022,166,"93,727"
Wayne,2006,4534,330,0,60,56,214,4204,1036,2996,172,"93,595"
Wayne,2007,3568,324,2,60,28,234,3244,638,2506,100,"93,539"
Wayne,2008,4016,370,2,54,58,256,3646,786,2764,96,"93,739"
Wayne,2009,3548,280,0,42,50,188,3268,798,2374,96,"93,643"
Wayne,2010,3932,338,0,42,30,266,3594,966,2536,92,"93,796"
Wayne,2011,3418,282,0,60,48,174,3136,828,2218,90,"93,484"
Wayne,2012,3686,264,2,42,38,182,3422,916,2426,80,"93,444"
Wayne,2013,3684,306,8,42,58,198,3378,938,2364,76,"92,946"
Wayne,2014,3208,224,0,46,48,130,2984,706,2188,90,"92,585"
Wayne,2015,3288,406,4,158,48,196,2882,706,2080,96,"92,262"
Wayne,2016,3246,320,6,114,40,160,2926,626,2202,98,"91,950"
Wayne,2017,2990,378,6,160,36,176,2612,484,2042,86,"91,736"
Wayne,2018,2968,346,10,148,24,164,2622,508,2032,82,"91,597"
Wayne,2019,2452,336,4,124,44,164,2116,400,1624,92,"91,483"
Wayne,2020,2700,342,2,120,36,184,2358,356,1900,102,"91,201"
Wayne,2021,2466,382,6,158,40,178,2084,274,1656,154,"91,181"
Wayne,2022,3060,318,2,106,38,172,2742,336,2254,152,"90,839"
Wayne,2023,2876,396,0,128,32,236,2480,308,2028,144,"90,721"
Wayne,2024,2142,318,6,76,50,186,1824,230,1482,112,"90,988"
Westchester,1990,76290,7742,100,256,3854,3532,68548,12930,43128,12490,"875,578"
Westchester,1991,74236,7866,72,240,4074,3480,66370,12730,41026,12614,"878,615"
Westchester,1992,68550,7444,64,266,3560,3554,61106,12236,39052,9818,"885,146"
Westchester,1993,65454,7680,68,246,3740,3626,57774,10902,37254,9618,"890,061"
Westchester,1994,62332,7264,56,258,3664,3286,55068,10074,35494,9500,"893,531"
Westchester,1995,62002,7144,58,190,3514,3382,54858,9118,37592,8148,"897,945"
Westchester,1996,58972,6454,84,210,3082,3078,52518,9006,35618,7894,"902,174"
Westchester,1997,57202,6292,62,214,2866,3150,50910,8740,33910,8260,"905,632"
Westchester,1998,51954,5988,50,218,2656,3064,45966,6892,32658,6416,"911,628"
Westchester,1999,45420,5480,26,160,2280,3014,39940,5566,28540,5834,"918,532"
Westchester,2000,44068,5248,62,198,2004,2984,38820,5708,27914,5198,"925,511"
Westchester,2001,43182,5578,36,180,2272,3090,37604,5516,27458,4630,"931,577"
Westchester,2002,39896,5150,66,156,2114,2814,34746,5494,25166,4086,"935,219"
Westchester,2003,38996,5232,42,178,2290,2722,33764,5212,24876,3676,"935,799"
Westchester,2004,37244,5202,58,210,2342,2592,32042,4600,24370,3072,"935,457"
Westchester,2005,34690,5296,46,154,2556,2540,29394,4176,22686,2532,"933,401"
Westchester,2006,35356,5536,40,166,2728,2602,29820,4404,23242,2174,"931,426"
Westchester,2007,33572,4956,44,180,2076,2656,28616,4674,22000,1942,"933,414"
Westchester,2008,33446,4828,54,150,2186,2438,28618,4740,22192,1686,"937,449"
Westchester,2009,33272,4964,44,154,2084,2682,28308,4498,22014,1796,"944,201"
Westchester,2010,30784,4914,40,150,2190,2534,25870,3966,20552,1352,"951,690"
Westchester,2011,32566,5114,42,142,2068,2862,27452,4250,21646,1556,"961,082"
Westchester,2012,30080,4896,40,144,1848,2864,25184,3774,20138,1272,"968,129"
Westchester,2013,28270,4384,22,118,1686,2558,23886,3356,19292,1238,"976,839"
Westchester,2014,24212,4298,28,130,1608,2532,19914,2980,15990,944,"983,034"
Westchester,2015,24480,4296,34,342,1478,2442,20184,2614,16206,1364,"988,474"
Westchester,2016,25086,4232,48,288,1536,2360,20854,2656,16980,1218,"993,783"
Westchester,2017,23160,3906,38,270,1200,2398,19254,2020,16062,1172,"997,084"
Westchester,2018,19696,3356,28,254,904,2170,16340,1644,13792,904,"999,708"
Westchester,2019,19328,3266,26,236,900,2104,16062,1344,13782,936,"1,002,976"
Westchester,2020,20616,3168,50,224,790,2104,17448,1636,14328,1484,"1,001,451"
Westchester,2021,18570,3040,40,190,762,2048,15530,1482,12696,1352,"1,000,252"
Westchester,2022,22412,3360,20,196,890,2254,19052,1542,15902,1608,"994,313"
Westchester,2023,24070,3602,22,216,930,2434,20468,2006,16520,1942,"998,335"
Westchester,2024,22420,3776,32,184,766,2794,18644,1662,15358,1624,"1,009,165"
Wyoming,1990,2708,424,0,12,4,408,2284,812,1366,106,"42,563"
Wyoming,1991,2440,444,2,4,10,428,1996,612,1292,92,"43,163"
Wyoming,1992,2358,378,2,22,14,340,1980,730,1154,96,"43,397"
Wyoming,1993,2302,384,8,8,4,364,1918,624,1202,92,"43,474"
Wyoming,1994,2104,342,0,10,4,328,1762,546,1156,60,"43,521"
Wyoming,1995,2292,276,4,10,10,252,2016,698,1252,66,"43,709"
Wyoming,1996,2216,244,0,14,12,218,1972,798,1104,70,"43,950"
Wyoming,1997,2102,228,2,10,20,196,1874,682,1134,58,"43,767"
Wyoming,1998,2332,216,4,18,6,188,2116,888,1166,62,"43,527"
Wyoming,1999,2046,210,0,16,20,174,1836,772,1008,56,"43,584"
Wyoming,2000,2248,226,6,18,14,188,2022,776,1180,66,"43,399"
Wyoming,2001,2370,204,2,14,10,178,2166,870,1254,42,"43,061"
Wyoming,2002,2290,144,2,14,4,124,2146,886,1208,52,"43,007"
Wyoming,2003,2012,160,2,12,12,134,1852,598,1202,52,"42,955"
Wyoming,2004,1362,116,2,14,6,94,1246,220,980,46,"42,852"
Wyoming,2005,1408,166,0,14,2,150,1242,228,962,52,"42,780"
Wyoming,2006,1506,200,2,24,6,168,1306,314,936,56,"42,673"
Wyoming,2007,1282,108,0,22,4,82,1174,246,888,40,"42,515"
Wyoming,2008,1094,104,0,8,12,84,990,220,744,26,"42,281"
Wyoming,2009,1000,94,0,12,2,80,906,202,684,20,"42,236"
Wyoming,2010,952,66,0,8,0,58,886,188,678,20,"42,148"
Wyoming,2011,1056,74,0,10,4,60,982,192,762,28,"41,971"
Wyoming,2012,1104,102,0,10,12,80,1002,152,816,34,"41,916"
Wyoming,2013,1020,82,0,6,4,72,938,164,758,16,"41,678"
Wyoming,2014,760,72,0,2,0,70,688,118,550,20,"41,549"
Wyoming,2015,844,116,6,32,0,78,728,120,588,20,"41,437"
Wyoming,2016,654,96,6,28,2,60,558,104,446,8,"41,044"
Wyoming,2017,692,142,0,50,10,82,550,116,406,28,"40,985"
Wyoming,2018,666,126,2,26,4,94,540,82,442,16,"40,851"
Wyoming,2019,514,92,0,34,2,56,422,66,338,18,"40,737"
Wyoming,2020,608,90,0,36,4,50,518,72,428,18,"40,264"
Wyoming,2021,524,104,0,50,4,50,420,82,318,20,"40,125"
Wyoming,2022,558,104,0,30,0,74,454,68,366,20,"39,824"
Wyoming,2023,532,126,0,28,4,94,406,46,338,22,"39,750"
Wyoming,2024,456,88,2,30,0,56,368,70,286,12,"39,817"
Yates,1990,1014,68,0,10,0,58,946,208,722,16,"22,891"
Yates,1991,1356,114,0,8,0,106,1242,356,838,48,"23,087"
Yates,1992,1096,134,0,10,0,124,962,294,630,38,"23,211"
Yates,1993,1106,118,0,10,4,104,988,256,694,38,"23,531"
Yates,1994,1216,104,0,10,2,92,1112,228,860,24,"23,922"
Yates,1995,1102,120,0,8,0,112,982,238,724,20,"24,064"
Yates,1996,994,60,0,4,6,50,934,172,742,20,"24,209"
Yates,1997,974,70,0,8,2,60,904,170,724,10,"24,245"
Yates,1998,858,44,2,8,0,34,814,212,598,4,"24,355"
Yates,1999,882,64,0,6,8,50,818,224,582,12,"24,613"
Yates,2000,696,52,2,6,4,40,644,172,444,28,"24,723"
Yates,2001,696,38,0,8,4,26,658,110,530,18,"24,725"
Yates,2002,778,60,2,22,6,30,718,114,598,6,"24,688"
Yates,2003,720,60,0,12,4,44,660,132,518,10,"24,898"
Yates,2004,652,60,0,16,6,38,592,174,404,14,"25,008"
Yates,2005,604,38,0,6,4,28,566,156,406,4,"25,129"
Yates,2006,746,46,0,8,6,32,700,140,542,18,"25,025"
Yates,2007,674,26,0,4,2,20,648,138,498,12,"25,234"
Yates,2008,568,30,0,6,6,18,538,144,388,6,"25,352"
Yates,2009,700,22,2,6,2,12,678,156,520,2,"25,303"
Yates,2010,948,36,0,10,4,22,912,256,642,14,"25,375"
Yates,2011,820,26,0,0,0,26,794,218,570,6,"25,448"
Yates,2012,856,40,0,12,0,28,816,222,586,8,"25,332"
Yates,2013,826,28,0,12,2,14,798,224,568,6,"25,206"
Yates,2014,642,36,0,8,4,24,606,156,436,14,"25,145"
Yates,2015,598,50,0,16,0,34,548,168,376,4,"25,124"
Yates,2016,640,34,0,12,2,20,606,156,446,4,"25,055"
Yates,2017,518,52,0,24,0,28,466,84,376,6,"24,992"
Yates,2018,490,34,2,8,0,24,456,104,342,10,"24,926"
Yates,2019,374,46,0,24,0,22,328,84,240,4,"24,865"
Yates,2020,442,32,2,16,2,12,410,48,358,4,"24,735"
Yates,2021,366,68,0,42,0,26,298,28,256,14,"24,574"
Yates,2022,394,54,0,36,2,16,340,56,266,18,"24,455"
Yates,2023,328,56,2,34,0,20,272,32,232,8,"24,367"
Yates,2024,346,32,2,12,2,16,314,60,240,14,"24,434"
